Sample,X(ms) [09.03.2026 23:32:18 281 UTC],"SP X_2[%QD48]","SP Y_2[%QD52]","SP Z_2[%QD56]","SP X_1[%QD36]","SP Y_1[%QD40]","SP Z_1[%QD44]","Box Weight[%ID32]"
3698,1773099376492.244900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3699,1773099376556.381700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3700,1773099376624.637600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3701,1773099376685.743300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3702,1773099376750.302600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3703,1773099376814.475100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3704,1773099376879.119600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3705,1773099376943.460900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3706,1773099377007.619100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3707,1773099377075.254300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3708,1773099377137.470000,2.5,6,1,4.19999980926514,6.40000009536743,1,5.00017547607422
3709,1773099377201.512000,2.5,6,1,4.19999980926514,6.40000009536743,1,4.99910259246826
3710,1773099377265.895900,2.5,6,1,4.19999980926514,6.40000009536743,1,5.00173807144165
3711,1773099377330.106100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3712,1773099377395.352900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3713,1773099377458.876500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3714,1773099377523.018000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3715,1773099377592.159700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3716,1773099377652.717000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3717,1773099377717.363600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3718,1773099377783.488700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3719,1773099377846.106700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3720,1773099377910.355200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3721,1773099377974.223400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3722,1773099378042.414300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3723,1773099378103.624400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3724,1773099378167.912200,2.5,6,1,4.19999980926514,6.40000009536743,1,4.99491119384766
3725,1773099378232.435600,2.5,6,1,4.19999980926514,6.40000009536743,1,4.99889993667603
3726,1773099378296.964800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3727,1773099378361.193800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3728,1773099378425.106500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3729,1773099378491.594400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3730,1773099378559.483900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3731,1773099378618.974500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3732,1773099378684.022500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3733,1773099378748.281100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3734,1773099378812.168000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3735,1773099378876.525000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3736,1773099378940.813300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3737,1773099379008.013200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3738,1773099379072.263300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3739,1773099379135.148100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3740,1773099379199.884700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3741,1773099379264.282600,2.5,6,1,4.19999980926514,6.40000009536743,1,6.48729419708252
3742,1773099379328.316100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3743,1773099379392.450300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3744,1773099379459.395700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3745,1773099379521.599200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3746,1773099379590.760200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3747,1773099379650.627800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3748,1773099379714.935400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3749,1773099379779.519000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3750,1773099379847.928600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3751,1773099379909.158400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3752,1773099379973.192300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3753,1773099380038.149200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3754,1773099380102.293400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3755,1773099380167.010700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3756,1773099380230.991800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3757,1773099380298.837700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3758,1773099380360.195500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3759,1773099380427.442800,2.5,6,1,4.19999980926514,6.40000009536743,1,2.77165675163269
3760,1773099380490.047000,2.5,6,1,4.19999980926514,6.40000009536743,1,3.1956832408905
3761,1773099380553.494200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3762,1773099380617.549000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3763,1773099380682.156600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3764,1773099380746.442800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3765,1773099380815.377400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3766,1773099380875.976500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3767,1773099380940.943600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3768,1773099381005.115800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3769,1773099381069.389500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3770,1773099381134.261900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3771,1773099381198.029500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3772,1773099381265.919700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3773,1773099381330.804400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3774,1773099381391.626700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3775,1773099381455.968100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3776,1773099381520.553400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3777,1773099381584.948000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3778,1773099381650.417900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3779,1773099381713.116100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3780,1773099381778.636100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3781,1773099381842.752200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3782,1773099381907.232600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3783,1773099381972.103400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3784,1773099382036.349200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3785,1773099382100.824900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3786,1773099382167.114200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3787,1773099382229.454600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3788,1773099382294.043300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3789,1773099382358.673800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3790,1773099382423.079100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3791,1773099382487.624800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3792,1773099382553.527800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3793,1773099382616.789400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3794,1773099382683.572600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3795,1773099382746.492500,2.5,6,1,4.19999980926514,6.40000009536743,1,0.0282058715820313
3796,1773099382809.966500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3797,1773099382874.251600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3798,1773099382939.037600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3799,1773099383003.412500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3800,1773099383068.027600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3801,1773099383135.319900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3802,1773099383196.592600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3803,1773099383261.624500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3804,1773099383326.205700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3805,1773099383390.350600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3806,1773099383454.705400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3807,1773099383523.446900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3808,1773099383583.921000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3809,1773099383651.889600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3810,1773099383712.628300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3811,1773099383777.041300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3812,1773099383841.700000,2.5,6,1,4.19999980926514,6.40000009536743,1,0.0403335578739643
3813,1773099383905.719900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3814,1773099383970.237500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3815,1773099384035.267300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3816,1773099384102.806400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3817,1773099384168.269100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3818,1773099384228.445000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3819,1773099384292.430000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3820,1773099384357.282200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3821,1773099384421.811400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3822,1773099384488.747900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3823,1773099384555.235700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3824,1773099384615.227100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3825,1773099384679.314700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3826,1773099384745.600100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3827,1773099384809.772100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3828,1773099384874.036600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3829,1773099384940.568200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3830,1773099385007.824600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3831,1773099385067.619200,2.5,6,1,4.19999980926514,6.40000009536743,1,0.0855728164315224
3832,1773099385132.601900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3833,1773099385196.422400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3834,1773099385261.074600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3835,1773099385325.721900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3836,1773099385389.850500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3837,1773099385458.753500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3838,1773099385519.129700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3839,1773099385582.998200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3840,1773099385647.708800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3841,1773099385712.148100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3842,1773099385776.600000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3843,1773099385842.155000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3844,1773099385905.060300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3845,1773099385969.742600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3846,1773099386035.033400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3847,1773099386099.329800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3848,1773099386163.554400,2.5,6,1,4.19999980926514,6.40000009536743,1,0.0277450568974018
3849,1773099386228.755500,2.5,6,1,4.19999980926514,6.40000009536743,1,0.0315292365849018
3850,1773099386295.825700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3851,1773099386356.953700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3852,1773099386421.686600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3853,1773099386485.539400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3854,1773099386549.981200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3855,1773099386615.201500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3856,1773099386685.560600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3857,1773099386743.879700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3858,1773099386811.081300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3859,1773099386872.763800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3860,1773099386936.325800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3861,1773099387001.108600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3862,1773099387065.766200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3863,1773099387130.711700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3864,1773099387198.713400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3865,1773099387259.393700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3866,1773099387323.959800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3867,1773099387388.764600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3868,1773099387452.444000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3869,1773099387516.747400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3870,1773099387581.423600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3871,1773099387646.148100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3872,1773099387713.633400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3873,1773099387776.492700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3874,1773099387840.218900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3875,1773099387903.902500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3876,1773099387968.093100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3877,1773099388032.703800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3878,1773099388102.245700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3879,1773099388162.166700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3880,1773099388226.359000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3881,1773099388291.382200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3882,1773099388355.635400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3883,1773099388419.254500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3884,1773099388483.664300,2.5,6,1,4.19999980926514,6.40000009536743,1,0.0759811401367188
3885,1773099388548.134000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3886,1773099388614.478400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3887,1773099388680.497300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3888,1773099388742.718000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3889,1773099388806.424100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3890,1773099388870.439600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3891,1773099388934.742000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3892,1773099388999.432900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3893,1773099389065.563200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3894,1773099389133.819900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3895,1773099389193.017800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3896,1773099389257.530500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3897,1773099389321.747200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3898,1773099389385.989900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3899,1773099389450.377400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3900,1773099389516.313400,2.5,6,1,4.19999980926514,6.40000009536743,1,0.0377639755606651
3901,1773099389579.249900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3902,1773099389643.914300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3903,1773099389708.476000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3904,1773099389773.318600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3905,1773099389837.332400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3906,1773099389901.882000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3907,1773099389966.748400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3908,1773099390031.044600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3909,1773099390095.390800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3910,1773099390159.799200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3911,1773099390224.339800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3912,1773099390289.305100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3913,1773099390353.057200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3914,1773099390420.335700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3915,1773099390481.969300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3916,1773099390546.386100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3917,1773099390611.474100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3918,1773099390675.860200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3919,1773099390741.458900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3920,1773099390809.430600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3921,1773099390868.960200,2.5,6,1,4.19999980926514,6.40000009536743,1,0.0125305177643895
3922,1773099390936.132600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3923,1773099390998.179400,2.5,6,1,4.19999980926514,6.40000009536743,1,0.00513000506907701
3924,1773099391062.634300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3925,1773099391127.325400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3926,1773099391192.266500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3927,1773099391256.360900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3928,1773099391324.097200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3929,1773099391385.312600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3930,1773099391451.623500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3931,1773099391513.745500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3932,1773099391578.966900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3933,1773099391642.929300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3934,1773099391707.464700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3935,1773099391772.065600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3936,1773099391840.743300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3937,1773099391901.412500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3938,1773099391965.624800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3939,1773099392030.062800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3940,1773099392094.188500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3941,1773099392158.870100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3942,1773099392223.388300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3943,1773099392288.053800,2.5,6,1,4.19999980926514,6.40000009536743,1,0.00225219735875726
3944,1773099392352.279800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3945,1773099392421.185300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3946,1773099392484.330600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3947,1773099392545.319500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3948,1773099392610.083400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3949,1773099392674.995800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3950,1773099392739.447100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3951,1773099392804.061200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3952,1773099392873.367600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3953,1773099392934.240600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3954,1773099392998.469400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3955,1773099393062.725900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3956,1773099393127.548400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3957,1773099393191.542400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3958,1773099393256.360500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3959,1773099393320.795800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3960,1773099393388.549500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3961,1773099393449.926300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3962,1773099393514.169700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3963,1773099393578.487300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3964,1773099393643.190700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3965,1773099393707.498900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3966,1773099393775.300300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3967,1773099393836.601400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3968,1773099393901.127900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3969,1773099393965.960800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3970,1773099394029.941800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3971,1773099394094.336500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3972,1773099394158.959300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3973,1773099394226.678600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3974,1773099394291.449600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3975,1773099394352.124100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3976,1773099394416.429500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3977,1773099394480.832000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3978,1773099394545.299100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3979,1773099394609.578000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3980,1773099394673.987600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3981,1773099394738.969000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3982,1773099394803.321600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3983,1773099394871.720100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3984,1773099394932.670500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3985,1773099394996.802100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3986,1773099395061.566100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3987,1773099395126.011900,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3988,1773099395190.270400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3989,1773099395255.174000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3990,1773099395319.792500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3991,1773099395386.981900,2.5,6,1,4.19999980926514,6.40000009536743,1,0.0120101924985647
3992,1773099395448.798000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3993,1773099395512.723700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3994,1773099395577.274500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3995,1773099395641.489200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3996,1773099395705.608100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3997,1773099395773.755700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3998,1773099395835.642800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
3999,1773099395900.568200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4000,1773099395964.229000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4001,1773099396028.030800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4002,1773099396092.564600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4003,1773099396157.435200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4004,1773099396221.742600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4005,1773099396286.911600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4006,1773099396355.977400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4007,1773099396415.212700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4008,1773099396479.952200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4009,1773099396543.865700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4010,1773099396608.619600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4011,1773099396673.380500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4012,1773099396737.796700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4013,1773099396802.552600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4014,1773099396870.456800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4015,1773099396930.947000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4016,1773099396997.155100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4017,1773099397060.038100,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4018,1773099397125.314000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4019,1773099397189.298700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4020,1773099397257.628000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4021,1773099397318.363000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4022,1773099397385.518200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4023,1773099397446.605200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4024,1773099397511.114600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4025,1773099397575.519800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4026,1773099397640.225000,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4027,1773099397704.976500,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4028,1773099397773.237600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4029,1773099397835.021300,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4030,1773099397898.836700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4031,1773099397962.616400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4032,1773099398027.116700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4033,1773099398091.746600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4034,1773099398156.040200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4035,1773099398224.243600,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4036,1773099398285.470700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4037,1773099398353.630700,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4038,1773099398414.267200,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4039,1773099398478.236800,2.5,6,1,4.19999980926514,6.40000009536743,1,0
4040,1773099398542.797400,2.5,6,1,4.19999980926514,6.40000009536743,1,0
